continent,country,year,age,suicides_no,population,gdp_per_capita ($),s_rate,oecd
S. america,COLOMBIA,2014,35-54 years,559,12514711,8591,4.47,1
S. america,COLOMBIA,2014,5-14 years,64,8035320,8591,0.8,1
S. america,COLOMBIA,2014,55-74 years,326,6014413,8591,5.42,1
S. america,COLOMBIA,2014,75+ years,88,1176225,8591,7.48,1
S. america,COLOMBIA,2015,15-24 years,649,8267989,6552,7.85,1
S. america,COLOMBIA,2015,25-34 years,490,8026712,6552,6.1,1
S. america,COLOMBIA,2015,35-54 years,656,12709801,6552,5.16,1
S. america,COLOMBIA,2015,5-14 years,83,7974919,6552,1.04,1
S. america,COLOMBIA,2015,55-74 years,362,6293734,6552,5.75,1
S. america,COLOMBIA,2015,75+ years,92,1217272,6552,7.56,1
Europe,CZECH REPUBLIC,1990,15-24 years,133,1530900,4168,8.69,1
Europe,CZECH REPUBLIC,1990,25-34 years,229,1398100,4168,16.38,1
Europe,CZECH REPUBLIC,1990,35-54 years,721,2848400,4168,25.31,1
Europe,CZECH REPUBLIC,1990,5-14 years,6,1571600,4168,0.38,1
Europe,CZECH REPUBLIC,1990,55-74 years,581,1818000,4168,31.96,1
Europe,CZECH REPUBLIC,1990,75+ years,327,543900,4168,60.12,1
Europe,CZECH REPUBLIC,1991,15-24 years,149,1568400,3070,9.5,1
Europe,CZECH REPUBLIC,1991,25-34 years,221,1362000,3070,16.23,1
Europe,CZECH REPUBLIC,1991,35-54 years,711,2876100,3070,24.72,1
Europe,CZECH REPUBLIC,1991,5-14 years,15,1506900,3070,1.0,1
Europe,CZECH REPUBLIC,1991,55-74 years,536,1830000,3070,29.29,1
Europe,CZECH REPUBLIC,1991,75+ years,272,524100,3070,51.9,1
Europe,CZECH REPUBLIC,1992,15-24 years,144,1614400,3573,8.92,1
Europe,CZECH REPUBLIC,1992,25-34 years,224,1345700,3573,16.65,1
Europe,CZECH REPUBLIC,1992,35-54 years,787,2919600,3573,26.96,1
Europe,CZECH REPUBLIC,1992,5-14 years,9,1456100,3573,0.62,1
Europe,CZECH REPUBLIC,1992,55-74 years,558,1846900,3573,30.21,1
Europe,CZECH REPUBLIC,1992,75+ years,269,499200,3573,53.89,1
Europe,CZECH REPUBLIC,1993,15-24 years,174,1658100,4186,10.49,1
Europe,CZECH REPUBLIC,1993,25-34 years,205,1338000,4186,15.32,1
Europe,CZECH REPUBLIC,1993,35-54 years,751,2954300,4186,25.42,1
Europe,CZECH REPUBLIC,1993,5-14 years,12,1409600,4186,0.85,1
Europe,CZECH REPUBLIC,1993,55-74 years,510,1868700,4186,27.29,1
Europe,CZECH REPUBLIC,1993,75+ years,265,474700,4186,55.82,1
Europe,CZECH REPUBLIC,1994,15-24 years,179,1693800,4891,10.57,1
Europe,CZECH REPUBLIC,1994,25-34 years,218,1344900,4891,16.21,1
Europe,CZECH REPUBLIC,1994,35-54 years,699,2974300,4891,23.5,1
Europe,CZECH REPUBLIC,1994,5-14 years,13,1366600,4891,0.95,1
Europe,CZECH REPUBLIC,1994,55-74 years,509,1882100,4891,27.04,1
Europe,CZECH REPUBLIC,1994,75+ years,254,462000,4891,54.98,1
Europe,CZECH REPUBLIC,1995,15-24 years,196,1711900,6134,11.45,1
Europe,CZECH REPUBLIC,1995,25-34 years,205,1363800,6134,15.03,1
Europe,CZECH REPUBLIC,1995,35-54 years,662,2980500,6134,22.21,1
Europe,CZECH REPUBLIC,1995,5-14 years,11,1334700,6134,0.82,1
Europe,CZECH REPUBLIC,1995,55-74 years,430,1885200,6134,22.81,1
Europe,CZECH REPUBLIC,1995,75+ years,229,468200,6134,48.91,1
Europe,CZECH REPUBLIC,1996,15-24 years,166,1709300,6861,9.71,1
Europe,CZECH REPUBLIC,1996,25-34 years,188,1387600,6861,13.55,1
Europe,CZECH REPUBLIC,1996,35-54 years,605,2980000,6861,20.3,1
Europe,CZECH REPUBLIC,1996,5-14 years,9,1316300,6861,0.68,1
Europe,CZECH REPUBLIC,1996,55-74 years,383,1886000,6861,20.31,1
Europe,CZECH REPUBLIC,1996,75+ years,217,484700,6861,44.77,1
Europe,CZECH REPUBLIC,1997,15-24 years,157,1694000,6314,9.27,1
Europe,CZECH REPUBLIC,1997,25-34 years,197,1418100,6314,13.89,1
Europe,CZECH REPUBLIC,1997,35-54 years,684,2979600,6314,22.96,1
Europe,CZECH REPUBLIC,1997,5-14 years,6,1301400,6314,0.46,1
Europe,CZECH REPUBLIC,1997,55-74 years,439,1887500,6314,23.26,1
Europe,CZECH REPUBLIC,1997,75+ years,183,506100,6314,36.16,1
Europe,CZECH REPUBLIC,1998,15-24 years,157,1663300,6779,9.44,1
Europe,CZECH REPUBLIC,1998,25-34 years,199,1452900,6779,13.7,1
Europe,CZECH REPUBLIC,1998,35-54 years,664,2978200,6779,22.3,1
Europe,CZECH REPUBLIC,1998,5-14 years,8,1286200,6779,0.62,1
Europe,CZECH REPUBLIC,1998,55-74 years,393,1899400,6779,20.69,1
Europe,CZECH REPUBLIC,1998,75+ years,192,528300,6779,36.34,1
Europe,CZECH REPUBLIC,1999,15-24 years,168,1615305,6606,10.4,1
Europe,CZECH REPUBLIC,1999,25-34 years,205,1490528,6606,13.75,1
Europe,CZECH REPUBLIC,1999,35-54 years,616,2977123,6606,20.69,1
Europe,CZECH REPUBLIC,1999,5-14 years,3,1265109,6606,0.24,1
Europe,CZECH REPUBLIC,1999,55-74 years,396,1921876,6606,20.6,1
Europe,CZECH REPUBLIC,1999,75+ years,222,549274,6606,40.42,1
Europe,CZECH REPUBLIC,2000,15-24 years,164,1561382,6278,10.5,1
Europe,CZECH REPUBLIC,2000,25-34 years,200,1534553,6278,13.03,1
Europe,CZECH REPUBLIC,2000,35-54 years,666,2978138,6278,22.36,1
Europe,CZECH REPUBLIC,2000,5-14 years,12,1232637,6278,0.97,1
Europe,CZECH REPUBLIC,2000,55-74 years,407,1945046,6278,20.92,1
Europe,CZECH REPUBLIC,2000,75+ years,200,567986,6278,35.21,1
Europe,CZECH REPUBLIC,2001,15-24 years,152,1524097,6863,9.97,1
Europe,CZECH REPUBLIC,2001,25-34 years,202,1582086,6863,12.77,1
Europe,CZECH REPUBLIC,2001,35-54 years,687,2966503,6863,23.16,1
Europe,CZECH REPUBLIC,2001,5-14 years,6,1203902,6863,0.5,1
Europe,CZECH REPUBLIC,2001,55-74 years,377,1982011,6863,19.02,1
Europe,CZECH REPUBLIC,2001,75+ years,199,579484,6863,34.34,1
Europe,CZECH REPUBLIC,2002,15-24 years,117,1460901,8399,8.01,1
Europe,CZECH REPUBLIC,2002,25-34 years,210,1607102,8399,13.07,1
Europe,CZECH REPUBLIC,2002,35-54 years,626,2909605,8399,21.51,1
Europe,CZECH REPUBLIC,2002,5-14 years,6,1156666,8399,0.52,1
Europe,CZECH REPUBLIC,2002,55-74 years,368,2026505,8399,18.16,1
Europe,CZECH REPUBLIC,2002,75+ years,207,591684,8399,34.98,1
Europe,CZECH REPUBLIC,2003,15-24 years,138,1420706,10220,9.71,1
Europe,CZECH REPUBLIC,2003,25-34 years,235,1652486,10220,14.22,1
Europe,CZECH REPUBLIC,2003,35-54 years,699,2872751,10220,24.33,1
Europe,CZECH REPUBLIC,2003,5-14 years,9,1118148,10220,0.8,1
Europe,CZECH REPUBLIC,2003,55-74 years,406,2078716,10220,19.53,1
Europe,CZECH REPUBLIC,2003,75+ years,232,605743,10220,38.3,1
Europe,CZECH REPUBLIC,2004,15-24 years,124,1383671,12226,8.96,1
Europe,CZECH REPUBLIC,2004,25-34 years,217,1692477,12226,12.82,1
Europe,CZECH REPUBLIC,2004,35-54 years,639,2847384,12226,22.44,1
Europe,CZECH REPUBLIC,2004,5-14 years,8,1079041,12226,0.74,1
Europe,CZECH REPUBLIC,2004,55-74 years,412,2123792,12226,19.4,1
Europe,CZECH REPUBLIC,2004,75+ years,183,620282,12226,29.5,1
Europe,CZECH REPUBLIC,2005,15-24 years,101,1358649,13961,7.43,1
Europe,CZECH REPUBLIC,2005,25-34 years,241,1719831,13961,14.01,1
Europe,CZECH REPUBLIC,2005,35-54 years,625,2835817,13961,22.04,1
Europe,CZECH REPUBLIC,2005,5-14 years,6,1041654,13961,0.58,1
Europe,CZECH REPUBLIC,2005,55-74 years,429,2169515,13961,19.77,1
Europe,CZECH REPUBLIC,2005,75+ years,163,636267,13961,25.62,1
Europe,CZECH REPUBLIC,2006,15-24 years,113,1348804,15896,8.38,1
Europe,CZECH REPUBLIC,2006,25-34 years,175,1730329,15896,10.11,1
Europe,CZECH REPUBLIC,2006,35-54 years,554,2828576,15896,19.59,1
Europe,CZECH REPUBLIC,2006,5-14 years,3,1003871,15896,0.3,1
Europe,CZECH REPUBLIC,2006,55-74 years,389,2216205,15896,17.55,1
Europe,CZECH REPUBLIC,2006,75+ years,166,652534,15896,25.44,1
Europe,CZECH REPUBLIC,2007,15-24 years,115,1344715,19273,8.55,1
Europe,CZECH REPUBLIC,2007,25-34 years,197,1735075,19273,11.35,1
Europe,CZECH REPUBLIC,2007,35-54 years,513,2834962,19273,18.1,1
Europe,CZECH REPUBLIC,2007,5-14 years,2,972112,19273,0.21,1
Europe,CZECH REPUBLIC,2007,55-74 years,394,2263690,19273,17.41,1
Europe,CZECH REPUBLIC,2007,75+ years,158,667741,19273,23.66,1
Europe,CZECH REPUBLIC,2008,15-24 years,110,1346243,23811,8.17,1
Europe,CZECH REPUBLIC,2008,25-34 years,194,1734928,23811,11.18,1
Europe,CZECH REPUBLIC,2008,35-54 years,522,2869534,23811,18.19,1
Europe,CZECH REPUBLIC,2008,5-14 years,4,949524,23811,0.42,1
Europe,CZECH REPUBLIC,2008,55-74 years,375,2317459,23811,16.18,1
Europe,CZECH REPUBLIC,2008,75+ years,174,681906,23811,25.52,1
Europe,CZECH REPUBLIC,2009,15-24 years,97,1331297,20748,7.29,1
Europe,CZECH REPUBLIC,2009,25-34 years,217,1707187,20748,12.71,1
Europe,CZECH REPUBLIC,2009,35-54 years,555,2908760,20748,19.08,1
Europe,CZECH REPUBLIC,2009,5-14 years,3,933936,20748,0.32,1
Europe,CZECH REPUBLIC,2009,55-74 years,415,2365445,20748,17.54,1
Europe,CZECH REPUBLIC,2009,75+ years,177,690782,20748,25.62,1
Europe,CZECH REPUBLIC,2010,15-24 years,114,1295475,20862,8.8,1
Europe,CZECH REPUBLIC,2010,25-34 years,194,1664168,20862,11.66,1
Europe,CZECH REPUBLIC,2010,35-54 years,560,2944427,20862,19.02,1
Europe,CZECH REPUBLIC,2010,5-14 years,1,934121,20862,0.11,1
Europe,CZECH REPUBLIC,2010,55-74 years,478,2410454,20862,19.83,1
Europe,CZECH REPUBLIC,2010,75+ years,155,696628,20862,22.25,1
Europe,CZECH REPUBLIC,2011,15-24 years,139,1234389,23010,11.26,1
Europe,CZECH REPUBLIC,2011,25-34 years,201,1590591,23010,12.64,1
Europe,CZECH REPUBLIC,2011,35-54 years,586,2974238,23010,19.7,1
Europe,CZECH REPUBLIC,2011,5-14 years,2,941505,23010,0.21,1
Europe,CZECH REPUBLIC,2011,55-74 years,501,2464685,23010,20.33,1
Europe,CZECH REPUBLIC,2011,75+ years,161,700910,23010,22.97,1
Europe,CZECH REPUBLIC,2012,15-24 years,94,1191333,20898,7.89,1
Europe,CZECH REPUBLIC,2012,25-34 years,201,1546194,20898,13.0,1
Europe,CZECH REPUBLIC,2012,35-54 years,632,3009143,20898,21.0,1
Europe,CZECH REPUBLIC,2012,5-14 years,4,964564,20898,0.41,1
Europe,CZECH REPUBLIC,2012,55-74 years,536,2506082,20898,21.39,1
Europe,CZECH REPUBLIC,2012,75+ years,191,705811,20898,27.06,1
Europe,CZECH REPUBLIC,2013,15-24 years,123,1147262,21073,10.72,1
Europe,CZECH REPUBLIC,2013,25-34 years,198,1502495,21073,13.18,1
Europe,CZECH REPUBLIC,2013,35-54 years,593,3044637,21073,19.48,1
Europe,CZECH REPUBLIC,2013,5-14 years,7,994699,21073,0.7,1
Europe,CZECH REPUBLIC,2013,55-74 years,491,2535873,21073,19.36,1
Europe,CZECH REPUBLIC,2013,75+ years,165,711814,21073,23.18,1
Europe,CZECH REPUBLIC,2014,15-24 years,95,1105888,20859,8.59,1
Europe,CZECH REPUBLIC,2014,25-34 years,183,1463746,20859,12.5,1
Europe,CZECH REPUBLIC,2014,35-54 years,561,3090395,20859,18.15,1
Europe,CZECH REPUBLIC,2014,5-14 years,2,1027559,20859,0.19,1
Europe,CZECH REPUBLIC,2014,55-74 years,471,2554095,20859,18.44,1
Europe,CZECH REPUBLIC,2014,75+ years,177,721444,20859,24.53,1
Europe,CZECH REPUBLIC,2015,15-24 years,77,1067657,18703,7.21,1
Europe,CZECH REPUBLIC,2015,25-34 years,171,1435805,18703,11.91,1
Europe,CZECH REPUBLIC,2015,35-54 years,490,3130810,18703,15.65,1
Europe,CZECH REPUBLIC,2015,5-14 years,7,1058586,18703,0.66,1
Europe,CZECH REPUBLIC,2015,55-74 years,453,2560974,18703,17.69,1
Europe,CZECH REPUBLIC,2015,75+ years,189,735493,18703,25.7,1
Europe,CZECH REPUBLIC,2016,15-24 years,100,1030464,19505,9.7,1
Europe,CZECH REPUBLIC,2016,25-34 years,171,1421162,19505,12.03,1
Europe,CZECH REPUBLIC,2016,35-54 years,477,3159015,19505,15.1,1
Europe,CZECH REPUBLIC,2016,55-74 years,405,2564780,19505,15.79,1
Europe,CZECH REPUBLIC,2016,75+ years,165,754521,19505,21.87,1
Europe,DENMARK,1994,15-24 years,50,707000,32034,7.07,1
Europe,DENMARK,1994,25-34 years,108,806700,32034,13.39,1
Europe,DENMARK,1994,35-54 years,392,1487700,32034,26.35,1
Europe,DENMARK,1994,5-14 years,1,563000,32034,0.18,1
Europe,DENMARK,1994,55-74 years,289,948200,32034,30.48,1
Europe,DENMARK,1994,75+ years,159,362300,32034,43.89,1
Europe,DENMARK,1995,15-24 years,55,697500,37841,7.89,1
Europe,DENMARK,1995,25-34 years,126,807100,37841,15.61,1
Europe,DENMARK,1995,35-54 years,312,1501400,37841,20.78,1
Europe,DENMARK,1995,5-14 years,1,568500,37841,0.18,1
Europe,DENMARK,1995,55-74 years,282,947900,37841,29.75,1
Europe,DENMARK,1995,75+ years,148,366700,37841,40.36,1
Europe,DENMARK,1996,15-24 years,54,684100,38158,7.89,1
Europe,DENMARK,1996,25-34 years,103,811400,38158,12.69,1
Europe,DENMARK,1996,35-54 years,351,1519400,38158,23.1,1
Europe,DENMARK,1996,5-14 years,1,583100,38158,0.17,1
Europe,DENMARK,1996,55-74 years,241,950900,38158,25.34,1
Europe,DENMARK,1996,75+ years,142,368400,38158,38.55,1
Europe,DENMARK,1997,15-24 years,62,663900,35148,9.34,1
Europe,DENMARK,1997,25-34 years,101,814300,35148,12.4,1
Europe,DENMARK,1997,35-54 years,275,1530700,35148,17.97,1
Europe,DENMARK,1997,5-14 years,3,597200,35148,0.5,1
Europe,DENMARK,1997,55-74 years,236,959400,35148,24.6,1
Europe,DENMARK,1997,75+ years,140,371800,35148,37.65,1
Europe,DENMARK,1998,15-24 years,43,644400,35710,6.67,1
Europe,DENMARK,1998,25-34 years,100,810600,35710,12.34,1
Europe,DENMARK,1998,35-54 years,314,1537200,35710,20.43,1
Europe,DENMARK,1998,5-14 years,2,614300,35710,0.33,1
Europe,DENMARK,1998,55-74 years,192,975700,35710,19.68,1
Europe,DENMARK,1998,75+ years,112,374200,35710,29.93,1
Europe,DENMARK,1999,15-24 years,47,627901,35763,7.49,1
Europe,DENMARK,1999,25-34 years,112,801778,35763,13.97,1
Europe,DENMARK,1999,35-54 years,288,1542662,35763,18.67,1
Europe,DENMARK,1999,5-14 years,3,631041,35763,0.48,1
Europe,DENMARK,1999,55-74 years,222,997065,35763,22.27,1
Europe,DENMARK,1999,75+ years,90,375753,35763,23.95,1
Europe,DENMARK,2000,15-24 years,48,611160,32841,7.85,1
Europe,DENMARK,2000,25-34 years,77,792655,32841,9.71,1
Europe,DENMARK,2000,35-54 years,292,1544742,32841,18.9,1
Europe,DENMARK,2000,5-14 years,1,648700,32841,0.15,1
Europe,DENMARK,2000,55-74 years,196,1023416,32841,19.15,1
Europe,DENMARK,2000,75+ years,114,377937,32841,30.16,1
Europe,DENMARK,2001,15-24 years,45,599108,32837,7.51,1
Europe,DENMARK,2001,25-34 years,67,777853,32837,8.61,1
Europe,DENMARK,2001,35-54 years,277,1545309,32837,17.93,1
Europe,DENMARK,2001,5-14 years,2,662504,32837,0.3,1
Europe,DENMARK,2001,55-74 years,206,1054324,32837,19.54,1
Europe,DENMARK,2001,75+ years,130,379353,32837,34.27,1
Europe,DENMARK,2002,15-24 years,46,594917,35435,7.73,1
Europe,DENMARK,2002,25-34 years,75,758756,35435,9.88,1
Europe,DENMARK,2002,35-54 years,245,1547666,35435,15.83,1
Europe,DENMARK,2002,5-14 years,0,675623,35435,0.0,1
Europe,DENMARK,2002,55-74 years,203,1084697,35435,18.71,1
Europe,DENMARK,2002,75+ years,119,379563,35435,31.35,1
Europe,DENMARK,2003,15-24 years,30,591418,43129,5.07,1
Europe,DENMARK,2003,25-34 years,67,745423,43129,8.99,1
Europe,DENMARK,2003,35-54 years,249,1547157,43129,16.09,1
Europe,DENMARK,2003,5-14 years,0,683727,43129,0.0,1
Europe,DENMARK,2003,55-74 years,188,1110148,43129,16.93,1
Europe,DENMARK,2003,75+ years,99,378910,43129,26.13,1
Europe,DENMARK,2004,15-24 years,44,592559,49552,7.43,1
Europe,DENMARK,2004,25-34 years,79,734683,49552,10.75,1
Europe,DENMARK,2004,35-54 years,251,1545125,49552,16.24,1
Europe,DENMARK,2004,5-14 years,4,688903,49552,0.58,1
Europe,DENMARK,2004,55-74 years,191,1132092,49552,16.87,1
Europe,DENMARK,2004,75+ years,92,379565,49552,24.24,1
Europe,DENMARK,2005,15-24 years,28,598161,51960,4.68,1
Europe,DENMARK,2005,25-34 years,63,724210,51960,8.7,1
Europe,DENMARK,2005,35-54 years,216,1543623,51960,13.99,1
Europe,DENMARK,2005,5-14 years,3,690573,51960,0.43,1
Europe,DENMARK,2005,55-74 years,200,1153224,51960,17.34,1
Europe,DENMARK,2005,75+ years,121,380061,51960,31.84,1
Europe,DENMARK,2006,15-24 years,33,610553,55354,5.4,1
Europe,DENMARK,2006,25-34 years,67,709352,55354,9.45,1
Europe,DENMARK,2006,35-54 years,218,1546234,55354,14.1,1
Europe,DENMARK,2006,5-14 years,2,689881,55354,0.29,1
Europe,DENMARK,2006,55-74 years,226,1173040,55354,19.27,1
Europe,DENMARK,2006,75+ years,104,381400,55354,27.27,1
Europe,DENMARK,2007,15-24 years,21,625776,62229,3.36,1
Europe,DENMARK,2007,25-34 years,71,692664,62229,10.25,1
Europe,DENMARK,2007,35-54 years,216,1555062,62229,13.89,1
Europe,DENMARK,2007,5-14 years,2,686492,62229,0.29,1
Europe,DENMARK,2007,55-74 years,179,1190844,62229,15.03,1
Europe,DENMARK,2007,75+ years,92,382163,62229,24.07,1
Europe,DENMARK,2008,15-24 years,38,645923,68447,5.88,1
Europe,DENMARK,2008,25-34 years,57,680321,68447,8.38,1
Europe,DENMARK,2008,35-54 years,226,1559578,68447,14.49,1
Europe,DENMARK,2008,5-14 years,3,681496,68447,0.44,1
Europe,DENMARK,2008,55-74 years,190,1211977,68447,15.68,1
Europe,DENMARK,2008,75+ years,89,383230,68447,23.22,1
Europe,DENMARK,2009,15-24 years,28,665019,61863,4.21,1
Europe,DENMARK,2009,25-34 years,49,670015,61863,7.31,1
Europe,DENMARK,2009,35-54 years,229,1563993,61863,14.64,1
Europe,DENMARK,2009,5-14 years,3,677988,61863,0.44,1
Europe,DENMARK,2009,55-74 years,217,1230409,61863,17.64,1
Europe,DENMARK,2009,75+ years,96,385366,61863,24.91,1
Europe,DENMARK,2010,15-24 years,27,682871,61711,3.95,1
Europe,DENMARK,2010,25-34 years,49,657502,61711,7.45,1
Europe,DENMARK,2010,35-54 years,206,1568037,61711,13.14,1
Europe,DENMARK,2010,5-14 years,0,671895,61711,0.0,1
Europe,DENMARK,2010,55-74 years,198,1247840,61711,15.87,1
Europe,DENMARK,2010,75+ years,83,389640,61711,21.3,1
Europe,DENMARK,2011,15-24 years,37,696375,65598,5.31,1
Europe,DENMARK,2011,25-34 years,47,650272,65598,7.23,1
Europe,DENMARK,2011,35-54 years,239,1569510,65598,15.23,1
Europe,DENMARK,2011,5-14 years,0,668135,65598,0.0,1
Europe,DENMARK,2011,55-74 years,196,1265135,65598,15.49,1
Europe,DENMARK,2011,75+ years,70,394723,65598,17.73,1
Europe,DENMARK,2012,15-24 years,41,708620,62071,5.79,1
Europe,DENMARK,2012,25-34 years,42,649250,62071,6.47,1
Europe,DENMARK,2012,35-54 years,267,1564634,62071,17.06,1
Europe,DENMARK,2012,5-14 years,1,664477,62071,0.15,1
Europe,DENMARK,2012,55-74 years,224,1281540,62071,17.48,1
Europe,DENMARK,2012,75+ years,86,402018,62071,21.39,1
Europe,DENMARK,2013,15-24 years,35,717607,64831,4.88,1
Europe,DENMARK,2013,25-34 years,49,651011,64831,7.53,1
Europe,DENMARK,2013,35-54 years,228,1560286,64831,14.61,1
Europe,DENMARK,2013,5-14 years,2,664192,64831,0.3,1
Europe,DENMARK,2013,55-74 years,209,1296711,64831,16.12,1
Europe,DENMARK,2013,75+ years,87,409891,64831,21.23,1
Europe,DENMARK,2014,15-24 years,38,724669,66114,5.24,1
Europe,DENMARK,2014,25-34 years,50,659578,66114,7.58,1
Europe,DENMARK,2014,35-54 years,237,1558679,66114,15.21,1
Europe,DENMARK,2014,5-14 years,2,663814,66114,0.3,1
Europe,DENMARK,2014,55-74 years,205,1311387,66114,15.63,1
Europe,DENMARK,2014,75+ years,97,421039,66114,23.04,1
Europe,DENMARK,2015,15-24 years,24,730933,55972,3.28,1
Europe,DENMARK,2015,25-34 years,45,674169,55972,6.67,1
Europe,DENMARK,2015,35-54 years,210,1556210,55972,13.49,1
Europe,DENMARK,2015,5-14 years,3,664304,55972,0.45,1
Europe,DENMARK,2015,55-74 years,193,1325511,55972,14.56,1
Europe,DENMARK,2015,75+ years,89,431933,55972,20.61,1
Europe,ESTONIA,1995,15-24 years,36,198119,3224,18.17,1
Europe,ESTONIA,1995,25-34 years,75,194483,3224,38.56,1
Europe,ESTONIA,1995,35-54 years,268,381366,3224,70.27,1
Europe,ESTONIA,1995,5-14 years,5,217249,3224,2.3,1
Europe,ESTONIA,1995,55-74 years,172,296873,3224,57.94,1
Europe,ESTONIA,1995,75+ years,38,68561,3224,55.43,1
Europe,ESTONIA,1996,15-24 years,45,195713,3536,22.99,1
Europe,ESTONIA,1996,25-34 years,55,190177,3536,28.92,1
Europe,ESTONIA,1996,35-54 years,257,376371,3536,68.28,1
Europe,ESTONIA,1996,5-14 years,4,213238,3536,1.88,1
Europe,ESTONIA,1996,55-74 years,137,298249,3536,45.93,1
Europe,ESTONIA,1996,75+ years,47,68454,3536,68.66,1
Europe,ESTONIA,1997,15-24 years,42,194524,3806,21.59,1
Europe,ESTONIA,1997,25-34 years,67,187285,3806,35.77,1
Europe,ESTONIA,1997,35-54 years,222,373175,3806,59.49,1
Europe,ESTONIA,1997,5-14 years,5,208074,3806,2.4,1
Europe,ESTONIA,1997,55-74 years,151,298466,3806,50.59,1
Europe,ESTONIA,1997,75+ years,35,69710,3806,50.21,1
Europe,ESTONIA,1998,15-24 years,41,195117,4250,21.01,1
Europe,ESTONIA,1998,25-34 years,59,185335,4250,31.83,1
Europe,ESTONIA,1998,35-54 years,198,373416,4250,53.02,1
Europe,ESTONIA,1998,5-14 years,6,201579,4250,2.98,1
Europe,ESTONIA,1998,55-74 years,148,295062,4250,50.16,1
Europe,ESTONIA,1998,75+ years,25,71210,4250,35.11,1
Europe,ESTONIA,1999,15-24 years,54,196924,4361,27.42,1
Europe,ESTONIA,1999,25-34 years,57,184144,4361,30.95,1
Europe,ESTONIA,1999,35-54 years,183,375119,4361,48.78,1
Europe,ESTONIA,1999,5-14 years,2,193300,4361,1.03,1
Europe,ESTONIA,1999,55-74 years,127,290445,4361,43.73,1
Europe,ESTONIA,1999,75+ years,45,73266,4361,61.42,1
Europe,ESTONIA,2000,15-24 years,36,200185,4262,17.98,1
Europe,ESTONIA,2000,25-34 years,49,192965,4262,25.39,1
Europe,ESTONIA,2000,35-54 years,158,388725,4262,40.65,1
Europe,ESTONIA,2000,5-14 years,1,183495,4262,0.54,1
Europe,ESTONIA,2000,55-74 years,104,291860,4262,35.63,1
Europe,ESTONIA,2000,75+ years,29,76945,4262,37.69,1
Europe,ESTONIA,2001,15-24 years,42,199915,4711,21.01,1
Europe,ESTONIA,2001,25-34 years,52,193315,4711,26.9,1
Europe,ESTONIA,2001,35-54 years,159,388440,4711,40.93,1
Europe,ESTONIA,2001,5-14 years,4,175590,4711,2.28,1
Europe,ESTONIA,2001,55-74 years,106,288795,4711,36.7,1
Europe,ESTONIA,2001,75+ years,38,79555,4711,47.77,1
Europe,ESTONIA,2002,15-24 years,38,199970,5561,19.0,1
Europe,ESTONIA,2002,25-34 years,59,194100,5561,30.4,1
Europe,ESTONIA,2002,35-54 years,145,385745,5561,37.59,1
Europe,ESTONIA,2002,5-14 years,5,166960,5561,2.99,1
Europe,ESTONIA,2002,55-74 years,93,287365,5561,32.36,1
Europe,ESTONIA,2002,75+ years,31,82550,5561,37.55,1
Europe,ESTONIA,2003,15-24 years,37,200735,7523,18.43,1
Europe,ESTONIA,2003,25-34 years,43,194245,7523,22.14,1
Europe,ESTONIA,2003,35-54 years,137,382725,7523,35.8,1
Europe,ESTONIA,2003,5-14 years,4,157340,7523,2.54,1
Europe,ESTONIA,2003,55-74 years,86,286420,7523,30.03,1
Europe,ESTONIA,2003,75+ years,35,85695,7523,40.84,1
Europe,ESTONIA,2004,15-24 years,37,201510,9293,18.36,1
Europe,ESTONIA,2004,25-34 years,50,193255,9293,25.87,1
Europe,ESTONIA,2004,35-54 years,116,379750,9293,30.55,1
Europe,ESTONIA,2004,5-14 years,1,147815,9293,0.68,1
Europe,ESTONIA,2004,55-74 years,95,286440,9293,33.17,1
Europe,ESTONIA,2004,75+ years,24,88880,9293,27.0,1
Europe,ESTONIA,2005,15-24 years,32,201090,10870,15.91,1
Europe,ESTONIA,2005,25-34 years,35,191630,10870,18.26,1
Europe,ESTONIA,2005,35-54 years,109,377150,10870,28.9,1
Europe,ESTONIA,2005,5-14 years,1,139730,10870,0.72,1
Europe,ESTONIA,2005,55-74 years,68,286780,10870,23.71,1
Europe,ESTONIA,2005,75+ years,28,92115,10870,30.4,1
Europe,ESTONIA,2006,15-24 years,31,198680,13264,15.6,1
Europe,ESTONIA,2006,25-34 years,25,189615,13264,13.18,1
Europe,ESTONIA,2006,35-54 years,85,374965,13264,22.67,1
Europe,ESTONIA,2006,5-14 years,1,133565,13264,0.75,1
Europe,ESTONIA,2006,55-74 years,73,286810,13264,25.45,1
Europe,ESTONIA,2006,75+ years,32,95280,13264,33.59,1
Europe,ESTONIA,2007,15-24 years,24,195235,17504,12.29,1
Europe,ESTONIA,2007,25-34 years,41,188010,17504,21.81,1
Europe,ESTONIA,2007,35-54 years,77,372745,17504,20.66,1
Europe,ESTONIA,2007,5-14 years,0,128870,17504,0.0,1
Europe,ESTONIA,2007,55-74 years,75,287170,17504,26.12,1
Europe,ESTONIA,2007,75+ years,34,98385,17504,34.56,1
Europe,ESTONIA,2008,15-24 years,34,190440,19141,17.85,1
Europe,ESTONIA,2008,25-34 years,27,187590,19141,14.39,1
Europe,ESTONIA,2008,35-54 years,87,371060,19141,23.45,1
Europe,ESTONIA,2008,5-14 years,2,125965,19141,1.59,1
Europe,ESTONIA,2008,55-74 years,62,288125,19141,21.52,1
Europe,ESTONIA,2008,75+ years,30,100825,19141,29.75,1
