continent,country,year,age,suicides_no,population,gdp_per_capita ($),s_rate,oecd
Asia,JAPAN,1991,55-74 years,6340,24038000,30688,26.37,1
Asia,JAPAN,1991,75+ years,3041,6223000,30688,48.87,1
Asia,JAPAN,1992,15-24 years,1436,19035000,33320,7.54,1
Asia,JAPAN,1992,25-34 years,2134,15795000,33320,13.51,1
Asia,JAPAN,1992,35-54 years,7267,36266000,33320,20.04,1
Asia,JAPAN,1992,5-14 years,84,15061000,33320,0.56,1
Asia,JAPAN,1992,55-74 years,6710,24707000,33320,27.16,1
Asia,JAPAN,1992,75+ years,3125,6447000,33320,48.47,1
Asia,JAPAN,1993,15-24 years,1378,18924000,37832,7.28,1
Asia,JAPAN,1993,25-34 years,2071,16053000,37832,12.9,1
Asia,JAPAN,1993,35-54 years,7427,36147000,37832,20.55,1
Asia,JAPAN,1993,5-14 years,50,14655000,37832,0.34,1
Asia,JAPAN,1993,55-74 years,6603,25299000,37832,26.1,1
Asia,JAPAN,1993,75+ years,2824,6657000,37832,42.42,1
Asia,JAPAN,1994,15-24 years,1610,18693000,41563,8.61,1
Asia,JAPAN,1994,25-34 years,2301,16300000,41563,14.12,1
Asia,JAPAN,1994,35-54 years,7285,36161000,41563,20.15,1
Asia,JAPAN,1994,5-14 years,76,14278000,41563,0.53,1
Asia,JAPAN,1994,55-74 years,6570,25788000,41563,25.48,1
Asia,JAPAN,1994,75+ years,2902,6844000,41563,42.4,1
Asia,JAPAN,1995,15-24 years,1538,18257300,46043,8.42,1
Asia,JAPAN,1995,25-34 years,2359,16583100,46043,14.23,1
Asia,JAPAN,1995,35-54 years,7491,36038500,46043,20.79,1
Asia,JAPAN,1995,5-14 years,66,13917800,46043,0.47,1
Asia,JAPAN,1995,55-74 years,6855,26406100,46043,25.96,1
Asia,JAPAN,1995,75+ years,2940,7146700,46043,41.14,1
Asia,JAPAN,1996,15-24 years,1510,17872000,40693,8.45,1
Asia,JAPAN,1996,25-34 years,2388,16980000,40693,14.06,1
Asia,JAPAN,1996,35-54 years,7669,35706000,40693,21.48,1
Asia,JAPAN,1996,5-14 years,64,13615000,40693,0.47,1
Asia,JAPAN,1996,55-74 years,7383,27167000,40693,27.18,1
Asia,JAPAN,1996,75+ years,2953,7445000,40693,39.66,1
Asia,JAPAN,1997,15-24 years,1479,17400000,37080,8.5,1
Asia,JAPAN,1997,25-34 years,2611,17405000,37080,15.0,1
Asia,JAPAN,1997,35-54 years,8029,35303000,37080,22.74,1
Asia,JAPAN,1997,5-14 years,53,13312000,37080,0.4,1
Asia,JAPAN,1997,55-74 years,8005,27882000,37080,28.71,1
Asia,JAPAN,1997,75+ years,3103,7758000,37080,40.0,1
Asia,JAPAN,1998,15-24 years,2065,16880000,33791,12.23,1
Asia,JAPAN,1998,25-34 years,3512,17838000,33791,19.69,1
Asia,JAPAN,1998,35-54 years,10769,35024000,33791,30.75,1
Asia,JAPAN,1998,5-14 years,94,12992000,33791,0.72,1
Asia,JAPAN,1998,55-74 years,11273,28496000,33791,39.56,1
Asia,JAPAN,1998,75+ years,3745,8108000,33791,46.19,1
Asia,JAPAN,1999,15-24 years,1966,16357000,38164,12.02,1
Asia,JAPAN,1999,25-34 years,3631,18201000,38164,19.95,1
Asia,JAPAN,1999,35-54 years,10653,34719000,38164,30.68,1
Asia,JAPAN,1999,5-14 years,73,12698000,38164,0.57,1
Asia,JAPAN,1999,55-74 years,11117,29095000,38164,38.21,1
Asia,JAPAN,1999,75+ years,3675,8470000,38164,43.39,1
Asia,JAPAN,2000,15-24 years,1804,15733412,40813,11.47,1
Asia,JAPAN,2000,25-34 years,3481,18235102,40813,19.09,1
Asia,JAPAN,2000,35-54 years,10195,34920685,40813,29.19,1
Asia,JAPAN,2000,5-14 years,74,12491981,40813,0.59,1
Asia,JAPAN,2000,55-74 years,11020,29391642,40813,37.49,1
Asia,JAPAN,2000,75+ years,3415,8979838,40813,38.03,1
Asia,JAPAN,2001,15-24 years,1668,15316000,35843,10.89,1
Asia,JAPAN,2001,25-34 years,3401,18644000,35843,18.24,1
Asia,JAPAN,2001,35-54 years,10061,34879000,35843,28.85,1
Asia,JAPAN,2001,5-14 years,61,12285000,35843,0.5,1
Asia,JAPAN,2001,55-74 years,10560,29443000,35843,35.87,1
Asia,JAPAN,2001,75+ years,3381,9499000,35843,35.59,1
Asia,JAPAN,2002,15-24 years,1592,14945000,34239,10.65,1
Asia,JAPAN,2002,25-34 years,3449,18530000,34239,18.61,1
Asia,JAPAN,2002,35-54 years,10389,34374000,34239,30.22,1
Asia,JAPAN,2002,5-14 years,37,12132000,34239,0.3,1
Asia,JAPAN,2002,55-74 years,10875,30200000,34239,36.01,1
Asia,JAPAN,2002,75+ years,3373,10008000,34239,33.7,1
Asia,JAPAN,2003,15-24 years,1714,14572000,36926,11.76,1
Asia,JAPAN,2003,25-34 years,4042,18408000,36926,21.96,1
Asia,JAPAN,2003,35-54 years,11175,33806000,36926,33.06,1
Asia,JAPAN,2003,5-14 years,65,12009000,36926,0.54,1
Asia,JAPAN,2003,55-74 years,11509,31089000,36926,37.02,1
Asia,JAPAN,2003,75+ years,3376,10511000,36926,32.12,1
Asia,JAPAN,2004,15-24 years,1812,14194000,39960,12.77,1
Asia,JAPAN,2004,25-34 years,3765,18173000,39960,20.72,1
Asia,JAPAN,2004,35-54 years,10101,33249000,39960,30.38,1
Asia,JAPAN,2004,5-14 years,49,11904000,39960,0.41,1
Asia,JAPAN,2004,55-74 years,10836,31947000,39960,33.92,1
Asia,JAPAN,2004,75+ years,3471,11033000,39960,31.46,1
Asia,JAPAN,2005,15-24 years,1886,13716647,39412,13.75,1
Asia,JAPAN,2005,25-34 years,4002,17690189,39412,22.62,1
Asia,JAPAN,2005,35-54 years,10187,32955520,39412,30.91,1
Asia,JAPAN,2005,5-14 years,45,11890169,39412,0.38,1
Asia,JAPAN,2005,55-74 years,10791,32808448,39412,32.89,1
Asia,JAPAN,2005,75+ years,3458,11596534,39412,29.82,1
Asia,JAPAN,2006,15-24 years,1892,13464000,37534,14.05,1
Asia,JAPAN,2006,25-34 years,3800,17231000,37534,22.05,1
Asia,JAPAN,2006,35-54 years,9629,32839000,37534,29.32,1
Asia,JAPAN,2006,5-14 years,77,11833000,37534,0.65,1
Asia,JAPAN,2006,55-74 years,10787,33215000,37534,32.48,1
Asia,JAPAN,2006,75+ years,3584,12120000,37534,29.57,1
Asia,JAPAN,2007,15-24 years,1848,13225000,37408,13.97,1
Asia,JAPAN,2007,25-34 years,3680,16713000,37408,22.02,1
Asia,JAPAN,2007,35-54 years,9902,32882000,37408,30.11,1
Asia,JAPAN,2007,5-14 years,47,11759000,37408,0.4,1
Asia,JAPAN,2007,55-74 years,11292,33468000,37408,33.74,1
Asia,JAPAN,2007,75+ years,3896,12657000,37408,30.78,1
Asia,JAPAN,2008,15-24 years,1995,12943000,41773,15.41,1
Asia,JAPAN,2008,25-34 years,3854,16167000,41773,23.84,1
Asia,JAPAN,2008,35-54 years,9581,33057000,41773,28.98,1
Asia,JAPAN,2008,5-14 years,59,11671000,41773,0.51,1
Asia,JAPAN,2008,55-74 years,10779,33592000,41773,32.09,1
Asia,JAPAN,2008,75+ years,3805,13172000,41773,28.89,1
Asia,JAPAN,2009,15-24 years,1931,12677000,43415,15.23,1
Asia,JAPAN,2009,25-34 years,3742,15666000,43415,23.89,1
Asia,JAPAN,2009,35-54 years,10127,33313000,43415,30.4,1
Asia,JAPAN,2009,5-14 years,55,11541000,43415,0.48,1
Asia,JAPAN,2009,55-74 years,10803,33637000,43415,32.12,1
Asia,JAPAN,2009,75+ years,3865,13662000,43415,28.29,1
Asia,JAPAN,2010,15-24 years,1823,12333480,47059,14.78,1
Asia,JAPAN,2010,25-34 years,3551,15368626,47059,23.11,1
Asia,JAPAN,2010,35-54 years,9755,33913097,47059,28.76,1
Asia,JAPAN,2010,5-14 years,63,11434282,47059,0.55,1
Asia,JAPAN,2010,55-74 years,10345,33928243,47059,30.49,1
Asia,JAPAN,2010,75+ years,3874,14149539,47059,27.38,1
Asia,JAPAN,2011,15-24 years,1920,12177000,50919,15.77,1
Asia,JAPAN,2011,25-34 years,3516,14902000,50919,23.59,1
Asia,JAPAN,2011,35-54 years,9573,34085000,50919,28.09,1
Asia,JAPAN,2011,5-14 years,74,11311000,50919,0.65,1
Asia,JAPAN,2011,55-74 years,9741,33790000,50919,28.83,1
Asia,JAPAN,2011,75+ years,3942,14662000,50919,26.89,1
Asia,JAPAN,2012,15-24 years,1789,12058000,51379,14.84,1
Asia,JAPAN,2012,25-34 years,3175,14494000,51379,21.91,1
Asia,JAPAN,2012,35-54 years,8655,34255000,51379,25.27,1
Asia,JAPAN,2012,5-14 years,75,11187000,51379,0.67,1
Asia,JAPAN,2012,55-74 years,8770,33596000,51379,26.1,1
Asia,JAPAN,2012,75+ years,3874,15145000,51379,25.58,1
Asia,JAPAN,2013,15-24 years,1709,11977000,42781,14.27,1
Asia,JAPAN,2013,25-34 years,3028,14099000,42781,21.48,1
Asia,JAPAN,2013,35-54 years,8575,34341000,42781,24.97,1
Asia,JAPAN,2013,5-14 years,92,11064000,42781,0.83,1
Asia,JAPAN,2013,55-74 years,8512,33481000,42781,25.42,1
Asia,JAPAN,2013,75+ years,4075,15552000,42781,26.2,1
Asia,JAPAN,2014,15-24 years,1612,11913000,40328,13.53,1
Asia,JAPAN,2014,25-34 years,2945,13741000,40328,21.43,1
Asia,JAPAN,2014,35-54 years,7868,34324000,40328,22.92,1
Asia,JAPAN,2014,5-14 years,102,10930000,40328,0.93,1
Asia,JAPAN,2014,55-74 years,7989,33501000,40328,23.85,1
Asia,JAPAN,2014,75+ years,3841,15865000,40328,24.21,1
Asia,JAPAN,2015,15-24 years,1499,11861268,36510,12.64,1
Asia,JAPAN,2015,25-34 years,2633,13477097,36510,19.54,1
Asia,JAPAN,2015,35-54 years,7531,34452240,36510,21.86,1
Asia,JAPAN,2015,5-14 years,90,10841570,36510,0.83,1
Asia,JAPAN,2015,55-74 years,7533,33471704,36510,22.51,1
Asia,JAPAN,2015,75+ years,3806,16272431,36510,23.39,1
Europe,LATVIA,1995,15-24 years,75,338200,2438,22.18,1
Europe,LATVIA,1995,25-34 years,158,361200,2438,43.74,1
Europe,LATVIA,1995,35-54 years,420,658600,2438,63.77,1
Europe,LATVIA,1995,5-14 years,4,375900,2438,1.06,1
Europe,LATVIA,1995,55-74 years,300,521300,2438,57.55,1
Europe,LATVIA,1995,75+ years,67,119500,2438,56.07,1
Europe,LATVIA,1996,15-24 years,72,333600,2526,21.58,1
Europe,LATVIA,1996,25-34 years,134,357200,2526,37.51,1
Europe,LATVIA,1996,35-54 years,377,655600,2526,57.5,1
Europe,LATVIA,1996,5-14 years,4,373500,2526,1.07,1
Europe,LATVIA,1996,55-74 years,280,524700,2526,53.36,1
Europe,LATVIA,1996,75+ years,55,118800,2526,46.3,1
Europe,LATVIA,1997,15-24 years,74,331900,2771,22.3,1
Europe,LATVIA,1997,25-34 years,126,353000,2771,35.69,1
Europe,LATVIA,1997,35-54 years,352,654900,2771,53.75,1
Europe,LATVIA,1997,5-14 years,5,368100,2771,1.36,1
Europe,LATVIA,1997,55-74 years,264,526400,2771,50.15,1
Europe,LATVIA,1997,75+ years,65,120400,2771,53.99,1
Europe,LATVIA,1998,15-24 years,72,334800,3061,21.51,1
Europe,LATVIA,1998,25-34 years,119,348000,3061,34.2,1
Europe,LATVIA,1998,35-54 years,370,656800,3061,56.33,1
Europe,LATVIA,1998,5-14 years,6,357800,3061,1.68,1
Europe,LATVIA,1998,55-74 years,221,523700,3061,42.2,1
Europe,LATVIA,1998,75+ years,51,123000,3061,41.46,1
Europe,LATVIA,1999,15-24 years,53,340100,3228,15.58,1
Europe,LATVIA,1999,25-34 years,105,344200,3228,30.51,1
Europe,LATVIA,1999,35-54 years,316,660700,3228,47.83,1
Europe,LATVIA,1999,5-14 years,1,343600,3228,0.29,1
Europe,LATVIA,1999,55-74 years,228,518300,3228,43.99,1
Europe,LATVIA,1999,75+ years,60,126500,3228,47.43,1
Europe,LATVIA,2000,15-24 years,61,340125,3494,17.93,1
Europe,LATVIA,2000,25-34 years,98,323658,3494,30.28,1
Europe,LATVIA,2000,35-54 years,304,646454,3494,47.03,1
Europe,LATVIA,2000,5-14 years,6,322966,3494,1.86,1
Europe,LATVIA,2000,55-74 years,233,510506,3494,45.64,1
Europe,LATVIA,2000,75+ years,68,128398,3494,52.96,1
Europe,LATVIA,2001,15-24 years,50,341665,3724,14.63,1
Europe,LATVIA,2001,25-34 years,98,320806,3724,30.55,1
Europe,LATVIA,2001,35-54 years,294,643611,3724,45.68,1
Europe,LATVIA,2001,5-14 years,3,303373,3724,0.99,1
Europe,LATVIA,2001,55-74 years,212,500811,3724,42.33,1
Europe,LATVIA,2001,75+ years,51,131961,3724,38.65,1
Europe,LATVIA,2002,15-24 years,60,344938,4311,17.39,1
Europe,LATVIA,2002,25-34 years,85,317068,4311,26.81,1
Europe,LATVIA,2002,35-54 years,272,639830,4311,42.51,1
Europe,LATVIA,2002,5-14 years,4,282921,4311,1.41,1
Europe,LATVIA,2002,55-74 years,199,493273,4311,40.34,1
Europe,LATVIA,2002,75+ years,50,136454,4311,36.64,1
Europe,LATVIA,2003,15-24 years,53,348507,5364,15.21,1
Europe,LATVIA,2003,25-34 years,86,314021,5364,27.39,1
Europe,LATVIA,2003,35-54 years,239,635096,5364,37.63,1
Europe,LATVIA,2003,5-14 years,4,263239,5364,1.52,1
Europe,LATVIA,2003,55-74 years,166,487680,5364,34.04,1
Europe,LATVIA,2003,75+ years,56,141668,5364,39.53,1
Europe,LATVIA,2004,15-24 years,47,349874,6644,13.43,1
Europe,LATVIA,2004,25-34 years,73,310532,6644,23.51,1
Europe,LATVIA,2004,35-54 years,214,628228,6644,34.06,1
Europe,LATVIA,2004,5-14 years,2,245055,6644,0.82,1
Europe,LATVIA,2004,55-74 years,174,483901,6644,35.96,1
Europe,LATVIA,2004,75+ years,53,145887,6644,36.33,1
Europe,LATVIA,2005,15-24 years,51,348955,7916,14.62,1
Europe,LATVIA,2005,25-34 years,86,306782,7916,28.03,1
Europe,LATVIA,2005,35-54 years,214,622558,7916,34.37,1
Europe,LATVIA,2005,5-14 years,5,229202,7916,2.18,1
Europe,LATVIA,2005,55-74 years,158,480393,7916,32.89,1
Europe,LATVIA,2005,75+ years,50,149941,7916,33.35,1
Europe,LATVIA,2006,15-24 years,50,346044,10139,14.45,1
Europe,LATVIA,2006,25-34 years,69,303002,10139,22.77,1
Europe,LATVIA,2006,35-54 years,189,619381,10139,30.51,1
Europe,LATVIA,2006,5-14 years,0,215555,10139,0.0,1
Europe,LATVIA,2006,55-74 years,129,476954,10139,27.05,1
Europe,LATVIA,2006,75+ years,50,154279,10139,32.41,1
Europe,LATVIA,2007,15-24 years,38,341046,14758,11.14,1
Europe,LATVIA,2007,25-34 years,65,300680,14758,21.62,1
Europe,LATVIA,2007,35-54 years,169,616418,14758,27.42,1
Europe,LATVIA,2007,5-14 years,3,203996,14758,1.47,1
Europe,LATVIA,2007,55-74 years,112,473915,14758,23.63,1
Europe,LATVIA,2007,75+ years,66,157823,14758,41.82,1
Europe,LATVIA,2008,15-24 years,46,329926,17217,13.94,1
Europe,LATVIA,2008,25-34 years,82,299134,17217,27.41,1
Europe,LATVIA,2008,35-54 years,186,611507,17217,30.42,1
Europe,LATVIA,2008,5-14 years,2,196036,17217,1.02,1
Europe,LATVIA,2008,55-74 years,150,470559,17217,31.88,1
Europe,LATVIA,2008,75+ years,61,160367,17217,38.04,1
Europe,LATVIA,2009,15-24 years,41,310774,12890,13.19,1
Europe,LATVIA,2009,25-34 years,75,294509,12890,25.47,1
Europe,LATVIA,2009,35-54 years,200,602983,12890,33.17,1
Europe,LATVIA,2009,5-14 years,0,191086,12890,0.0,1
Europe,LATVIA,2009,55-74 years,144,468875,12890,30.71,1
Europe,LATVIA,2009,75+ years,56,162089,12890,34.55,1
Europe,LATVIA,2010,15-24 years,38,288897,11951,13.15,1
Europe,LATVIA,2010,25-34 years,61,287045,11951,21.25,1
Europe,LATVIA,2010,35-54 years,170,591912,11951,28.72,1
Europe,LATVIA,2010,5-14 years,0,187770,11951,0.0,1
Europe,LATVIA,2010,55-74 years,134,468248,11951,28.62,1
Europe,LATVIA,2010,75+ years,35,164034,11951,21.34,1
Europe,LATVIA,2011,15-24 years,43,269001,14447,15.99,1
Europe,LATVIA,2011,25-34 years,65,281841,14447,23.06,1
Europe,LATVIA,2011,35-54 years,155,581428,14447,26.66,1
Europe,LATVIA,2011,5-14 years,0,187255,14447,0.0,1
Europe,LATVIA,2011,55-74 years,120,466820,14447,25.71,1
Europe,LATVIA,2011,75+ years,57,167266,14447,34.08,1
Europe,LATVIA,2012,15-24 years,40,251589,14558,15.9,1
Europe,LATVIA,2012,25-34 years,55,281193,14558,19.56,1
Europe,LATVIA,2012,35-54 years,186,572366,14558,32.5,1
Europe,LATVIA,2012,5-14 years,1,189441,14558,0.53,1
Europe,LATVIA,2012,55-74 years,115,465413,14558,24.71,1
Europe,LATVIA,2012,75+ years,47,171519,14558,27.4,1
Europe,LATVIA,2013,15-24 years,19,234653,15820,8.1,1
Europe,LATVIA,2013,25-34 years,59,281419,15820,20.97,1
Europe,LATVIA,2013,35-54 years,147,562231,15820,26.15,1
Europe,LATVIA,2013,5-14 years,1,193167,15820,0.52,1
Europe,LATVIA,2013,55-74 years,115,464755,15820,24.74,1
Europe,LATVIA,2013,75+ years,42,176239,15820,23.83,1
Europe,LATVIA,2014,15-24 years,37,219178,16544,16.88,1
Europe,LATVIA,2014,25-34 years,55,280894,16544,19.58,1
