,continent,country,year,suicides_no,population,gdp_per_capita ($),s_rate
1346,Europe,Malta,2012,25,399138,23074,6.26
1347,Europe,Malta,2013,22,402728,25191,5.46
1348,Europe,Malta,2014,32,406525,27634,7.87
1349,Europe,Malta,2015,34,410637,25750,8.28
1350,Africa,Mauritius,1985,104,883400,1223,11.77
1351,Africa,Mauritius,1986,28,898100,1636,3.12
1352,Africa,Mauritius,1987,140,911300,2073,15.36
1353,Africa,Mauritius,1988,167,925000,2317,18.05
1354,Africa,Mauritius,1989,144,932900,2349,15.44
1355,Africa,Mauritius,1990,147,941100,2820,15.62
1356,Africa,Mauritius,1991,137,938100,3045,14.6
1357,Africa,Mauritius,1992,146,948300,3400,15.4
1358,Africa,Mauritius,1993,138,958300,3405,14.4
1359,Africa,Mauritius,1994,129,972800,3658,13.26
1360,Africa,Mauritius,1995,147,981900,4115,14.97
1361,Africa,Mauritius,1996,153,995000,4444,15.38
1362,Africa,Mauritius,1997,122,1011700,4139,12.06
1363,Africa,Mauritius,1998,155,1026300,4063,15.1
1364,Africa,Mauritius,1999,174,1042400,4117,16.69
1365,Africa,Mauritius,2000,137,1056073,4339,12.97
1366,Africa,Mauritius,2001,113,1068947,4244,10.57
1367,Africa,Mauritius,2002,131,1079755,4415,12.13
1368,Africa,Mauritius,2003,88,1092234,5136,8.06
1369,Africa,Mauritius,2004,97,1103091,5789,8.79
1370,Africa,Mauritius,2005,102,1113942,5641,9.16
1371,Africa,Mauritius,2006,118,1125301,6246,10.49
1372,Africa,Mauritius,2007,127,1135233,7179,11.19
1373,Africa,Mauritius,2008,84,1146258,8716,7.33
1374,Africa,Mauritius,2009,115,1159551,7873,9.92
1375,Africa,Mauritius,2010,98,1164931,8587,8.41
1376,Africa,Mauritius,2011,118,1173352,9817,10.06
1377,Africa,Mauritius,2012,115,1180547,9884,9.74
1378,Africa,Mauritius,2013,98,1147390,10572,8.54
1379,Africa,Mauritius,2014,120,1151424,11120,10.42
1380,Africa,Mauritius,2015,104,1154848,10125,9.01
1381,Africa,Mauritius,2016,98,992432,10570,9.87
1382,N. america,Mexico,1985,1544,67566000,2730,2.29
1383,N. america,Mexico,1986,1714,69123500,1873,2.48
1384,N. america,Mexico,1987,1701,67948100,2064,2.5
1385,N. america,Mexico,1988,1703,69646000,2630,2.45
1386,N. america,Mexico,1989,1865,71359000,3125,2.61
1387,N. america,Mexico,1990,1926,73076900,3595,2.64
1388,N. america,Mexico,1991,2103,74796300,4204,2.81
1389,N. america,Mexico,1992,2237,75285800,4830,2.97
1390,N. america,Mexico,1993,2342,76826800,6518,3.05
1391,N. america,Mexico,1994,2588,78374100,6735,3.3
1392,N. america,Mexico,1995,2877,79927100,4505,3.6
1393,N. america,Mexico,1996,3008,83802294,4904,3.59
1394,N. america,Mexico,1997,3350,85340880,5864,3.93
1395,N. america,Mexico,1998,3312,86825678,6064,3.81
1396,N. america,Mexico,1999,3327,88271977,6800,3.77
1397,N. america,Mexico,2000,3456,89694793,7892,3.85
1398,N. america,Mexico,2001,3760,91052714,8311,4.13
1399,N. america,Mexico,2002,3826,92394316,8357,4.14
1400,N. america,Mexico,2003,4070,93758859,7779,4.34
1401,N. america,Mexico,2004,4056,95193068,8217,4.26
1402,N. america,Mexico,2005,4274,96730008,9071,4.42
1403,N. america,Mexico,2006,4230,98468839,9906,4.3
1404,N. america,Mexico,2007,4285,100294297,10496,4.27
1405,N. america,Mexico,2008,4642,102170587,10864,4.54
1406,N. america,Mexico,2009,5023,104044342,8651,4.83
1407,N. america,Mexico,2010,4858,105875861,9991,4.59
1408,N. america,Mexico,2011,5558,107655100,10965,5.16
1409,N. america,Mexico,2012,5381,109368765,10982,4.92
1410,N. america,Mexico,2013,5711,111036708,11478,5.14
1411,N. america,Mexico,2014,6178,112692589,11663,5.48
1412,N. america,Mexico,2015,6234,114357884,10228,5.45
1413,Asia,Mongolia,2016,423,2167589,4145,19.51
1414,Europe,Montenegro,2000,0,578668,1701,0.0
1415,Europe,Montenegro,2001,0,578668,2004,0.0
1416,Europe,Montenegro,2002,0,578668,2220,0.0
1417,Europe,Montenegro,2003,0,579688,2946,0.0
1418,Europe,Montenegro,2004,0,581623,3565,0.0
1419,Europe,Montenegro,2005,118,583232,3870,20.23
1420,Europe,Montenegro,2006,0,584885,4654,0.0
1421,Europe,Montenegro,2007,121,587244,6268,20.6
1422,Europe,Montenegro,2008,126,589953,7705,21.36
1423,Europe,Montenegro,2009,107,592234,7023,18.07
1424,Europe,Netherlands,1985,1638,13618300,10428,12.03
1425,Europe,Netherlands,1986,1604,13695500,14479,11.71
1426,Europe,Netherlands,1987,1616,13777000,17560,11.73
1427,Europe,Netherlands,1988,1523,13855700,18661,10.99
1428,Europe,Netherlands,1989,1520,13929300,18310,10.91
1429,Europe,Netherlands,1990,1450,14014300,22425,10.35
1430,Europe,Netherlands,1991,1611,14114800,22906,11.41
1431,Europe,Netherlands,1992,1587,14216900,25205,11.16
1432,Europe,Netherlands,1993,1555,14313600,24385,10.86
1433,Europe,Netherlands,1994,1584,14397700,25997,11.0
1434,Europe,Netherlands,1995,1511,14474000,30850,10.44
1435,Europe,Netherlands,1996,1577,14553700,30625,10.84
1436,Europe,Netherlands,1997,1572,14639900,28156,10.74
1437,Europe,Netherlands,1998,1519,14734600,29351,10.31
1438,Europe,Netherlands,1999,1519,14832000,29799,10.24
1439,Europe,Netherlands,2000,1501,14933235,27644,10.05
1440,Europe,Netherlands,2001,1474,15038337,28366,9.8
1441,Europe,Netherlands,2002,1570,15130318,30757,10.38
1442,Europe,Netherlands,2003,1502,15203397,37614,9.88
1443,Europe,Netherlands,2004,1514,15265861,42614,9.92
1444,Europe,Netherlands,2005,1574,15320595,44289,10.27
1445,Europe,Netherlands,2006,1525,15368697,47281,9.92
1446,Europe,Netherlands,2007,1354,15425404,54418,8.78
1447,Europe,Netherlands,2008,1439,15506963,60375,9.28
1448,Europe,Netherlands,2009,1530,15602176,54988,9.81
1449,Europe,Netherlands,2010,1604,15691409,53302,10.22
1450,Europe,Netherlands,2011,1650,15772162,56667,10.46
1451,Europe,Netherlands,2012,1756,15839503,52334,11.09
1452,Europe,Netherlands,2013,1856,15899508,54510,11.67
1453,Europe,Netherlands,2014,1839,15899508,55325,11.57
1454,Europe,Netherlands,2015,1873,16057342,47206,11.66
1455,Europe,Netherlands,2016,1886,14239554,48108,13.24
1456,Oceania,New Zealand,1985,338,3025800,8246,11.17
1457,Oceania,New Zealand,1986,414,3026100,10114,13.68
1458,Oceania,New Zealand,1987,463,3047100,13238,15.19
1459,Oceania,New Zealand,1988,484,3055200,14890,15.84
1460,Oceania,New Zealand,1989,465,3063800,14417,15.18
1461,Oceania,New Zealand,1990,455,3089400,14734,14.73
1462,Oceania,New Zealand,1991,474,3203900,13345,14.79
1463,Oceania,New Zealand,1992,493,3235600,12868,15.24
1464,Oceania,New Zealand,1993,443,3273200,14271,13.53
1465,Oceania,New Zealand,1994,512,3319500,16615,15.42
1466,Oceania,New Zealand,1995,545,3373800,18945,16.15
1467,Oceania,New Zealand,1996,540,3432500,20434,15.73
1468,Oceania,New Zealand,1997,562,3470200,19041,16.2
1469,Oceania,New Zealand,1998,574,3502800,16052,16.39
1470,Oceania,New Zealand,1999,516,3549300,16556,14.54
1471,Oceania,New Zealand,2000,458,3573690,14725,12.82
1472,Oceania,New Zealand,2001,508,3599090,14968,14.11
1473,Oceania,New Zealand,2002,467,3659190,18208,12.76
1474,Oceania,New Zealand,2003,519,3729420,23663,13.92
1475,Oceania,New Zealand,2004,495,3802510,27325,13.02
1476,Oceania,New Zealand,2005,514,3849280,29803,13.35
1477,Oceania,New Zealand,2006,527,3898600,28628,13.52
1478,Oceania,New Zealand,2007,494,3935450,34892,12.55
1479,Oceania,New Zealand,2008,520,3968450,33585,13.1
1480,Oceania,New Zealand,2009,512,4009980,30259,12.77
1481,Oceania,New Zealand,2010,536,4055470,36145,13.22
1482,Oceania,New Zealand,2011,493,4090460,41184,12.05
1483,Oceania,New Zealand,2012,549,4120870,42756,13.32
1484,Oceania,New Zealand,2013,513,4129770,46198,12.42
1485,N. america,Nicaragua,2010,351,5107427,1715,6.87
1486,N. america,Nicaragua,2011,369,5177921,1888,7.13
1487,N. america,Nicaragua,2012,316,5251443,2006,6.02
1488,N. america,Nicaragua,2013,351,5326935,2062,6.59
1489,N. america,Nicaragua,2014,311,5402424,2199,5.76
1490,N. america,Nicaragua,2015,315,5476483,2303,5.75
1491,Europe,Norway,1986,579,3911700,20117,14.8
1492,Europe,Norway,1987,649,3929500,23980,16.52
1493,Europe,Norway,1988,708,3946600,25820,17.94
1494,Europe,Norway,1989,660,3955800,25945,16.68
1495,Europe,Norway,1990,659,3961300,30240,16.64
1496,Europe,Norway,1991,675,3972600,30678,16.99
1497,Europe,Norway,1992,616,3989800,32793,15.44
1498,Europe,Norway,1993,590,4010500,30066,14.71
1499,Europe,Norway,1994,531,4033300,31520,13.17
1500,Europe,Norway,1995,548,4055900,37483,13.51
1501,Europe,Norway,1996,517,4078000,40098,12.68
1502,Europe,Norway,1997,533,4102100,39335,12.99
1503,Europe,Norway,1998,548,4129400,37334,13.27
1504,Europe,Norway,1999,583,4159745,39013,14.02
1505,Europe,Norway,2000,541,4168315,41099,12.98
1506,Europe,Norway,2001,549,4215103,41281,13.02
1507,Europe,Norway,2002,494,4243689,46049,11.64
1508,Europe,Norway,2003,502,4273124,53533,11.75
1509,Europe,Norway,2004,529,4301960,61450,12.3
1510,Europe,Norway,2005,533,4335092,71215,12.3
1511,Europe,Norway,2006,532,4372103,79007,12.17
1512,Europe,Norway,2007,485,4417369,90797,10.98
1513,Europe,Norway,2008,505,4472089,103431,11.29
1514,Europe,Norway,2009,573,4527536,85394,12.66
1515,Europe,Norway,2010,548,4582885,93638,11.96
1516,Europe,Norway,2011,598,4643300,107430,12.88
1517,Europe,Norway,2012,515,4706585,108408,10.94
1518,Europe,Norway,2013,554,4767605,109804,11.62
1519,Europe,Norway,2014,548,4827178,103443,11.35
1520,Europe,Norway,2015,590,4882909,79187,12.08
1521,Asia,Oman,2009,13,2607549,18557,0.5
1522,Asia,Oman,2010,13,2748440,21337,0.47
1523,Asia,Oman,2014,7,3631098,22328,0.19
1524,N. america,Panama,1985,56,1899700,3443,2.95
1525,N. america,Panama,1986,82,1939900,3504,4.23
1526,N. america,Panama,1987,85,1980800,3447,4.29
1527,N. america,Panama,1988,87,2064310,2859,4.21
1528,N. america,Panama,1989,70,2112479,2802,3.31
1529,N. america,Panama,1996,113,2472851,3992,4.57
1530,N. america,Panama,1997,145,2526210,4227,5.74
1531,N. america,Panama,1998,148,2579433,4488,5.74
1532,N. america,Panama,1999,143,2633348,4606,5.43
1533,N. america,Panama,2000,143,2688510,4577,5.32
1534,N. america,Panama,2001,162,2742982,4558,5.91
1535,N. america,Panama,2002,160,2800046,4641,5.71
1536,N. america,Panama,2003,195,2858964,4790,6.82
1537,N. america,Panama,2004,186,2918453,5144,6.37
1538,N. america,Panama,2005,172,2977595,5499,5.78
1539,N. america,Panama,2006,185,3037959,5972,6.09
1540,N. america,Panama,2007,171,3097138,6876,5.52
1541,N. america,Panama,2008,186,3155636,7972,5.89
1542,N. america,Panama,2009,177,3214513,8436,5.51
1543,N. america,Panama,2010,151,3274415,8991,4.61
1544,N. america,Panama,2011,144,3334191,10403,4.32
1545,N. america,Panama,2012,135,3395244,11908,3.98
1546,N. america,Panama,2013,130,3457387,13189,3.76
1547,N. america,Panama,2014,147,3520213,14181,4.18
1548,N. america,Panama,2015,110,3583382,15158,3.07
1549,S. america,Paraguay,1985,63,3077314,964,2.05
1550,S. america,Paraguay,1986,56,3167535,1086,1.77
1551,S. america,Paraguay,1987,62,3261975,1158,1.9
1552,S. america,Paraguay,1989,67,3459176,1330,1.94
1553,S. america,Paraguay,1990,99,3560229,1600,2.78
1554,S. america,Paraguay,1991,75,3662812,1907,2.05
1555,S. america,Paraguay,1994,108,3972517,1981,2.72
1556,S. america,Paraguay,1995,118,4076758,2223,2.89
1557,S. america,Paraguay,1996,99,4181422,2341,2.37
1558,S. america,Paraguay,1997,126,4284973,2326,2.94
1559,S. america,Paraguay,1998,138,4388094,2057,3.14
1560,S. america,Paraguay,1999,161,4492220,1868,3.58
1561,S. america,Paraguay,2000,154,4598158,1782,3.35
1562,S. america,Paraguay,2001,152,4701314,1630,3.23
1563,S. america,Paraguay,2002,177,4809921,1315,3.68
1564,S. america,Paraguay,2003,174,4920489,1339,3.54
1565,S. america,Paraguay,2004,234,5027301,1598,4.65
1566,S. america,Paraguay,2005,239,5126457,1704,4.66
1567,S. america,Paraguay,2006,251,5223460,2038,4.81
1568,S. america,Paraguay,2007,227,5307169,2599,4.28
1569,S. america,Paraguay,2008,222,5382169,3438,4.12
1570,S. america,Paraguay,2009,283,5456220,2920,5.19
1571,S. america,Paraguay,2010,223,5534703,3619,4.03
1572,S. america,Paraguay,2011,298,5610499,4474,5.31
1573,S. america,Paraguay,2012,275,5695283,4319,4.83
1574,S. america,Paraguay,2013,323,5786207,5006,5.58
1575,S. america,Paraguay,2014,379,5877594,5254,6.45
1576,Asia,Philippines,1992,347,55304684,958,0.63
1577,Asia,Philippines,1993,846,56781569,957,1.49
1578,Asia,Philippines,1997,814,62772694,1312,1.3
1579,Asia,Philippines,1998,883,64252614,1124,1.37
1580,Asia,Philippines,1999,1043,65740201,1262,1.59
1581,Asia,Philippines,2000,1403,67243482,1205,2.09
1582,Asia,Philippines,2001,1204,68738092,1109,1.75
1583,Asia,Philippines,2002,1301,70256443,1158,1.85
1584,Asia,Philippines,2003,1544,71781489,1169,2.15
1585,Asia,Philippines,2006,1788,76435755,1599,2.34
1586,Asia,Philippines,2007,1698,78008654,1915,2.18
1587,Asia,Philippines,2008,1820,79595888,2188,2.29
1588,Asia,Philippines,2009,2074,81193855,2073,2.55
1589,Asia,Philippines,2010,2116,82760992,2412,2.56
1590,Asia,Philippines,2011,2449,84201767,2662,2.91
1591,Europe,Poland,1990,4970,35164800,1876,14.13
1592,Europe,Poland,1991,5316,35396300,2416,15.02
1593,Europe,Poland,1992,5713,35605400,2650,16.05
1594,Europe,Poland,1993,5624,35792600,2683,15.71
1595,Europe,Poland,1994,5519,35960000,3081,15.35
1596,Europe,Poland,1995,5499,36104900,3937,15.23
1597,Europe,Poland,1996,5446,36243300,4413,15.03
1598,Europe,Poland,1999,5779,36575200,4640,15.8
1599,Europe,Poland,2000,5841,36233344,4744,16.12
1600,Europe,Poland,2001,5855,36295390,5249,16.13
1601,Europe,Poland,2002,5925,36347498,5466,16.3
1602,Europe,Poland,2003,5836,36353775,5983,16.05
1603,Europe,Poland,2004,6072,36371596,7014,16.69
1604,Europe,Poland,2005,6045,36371365,8417,16.62
1605,Europe,Poland,2006,5805,36348232,9485,15.97
1606,Europe,Poland,2007,5284,36310843,11816,14.55
1607,Europe,Poland,2008,5682,36262711,14721,15.67
1608,Europe,Poland,2009,6477,36223402,12141,17.88
1609,Europe,Poland,2010,6357,36027791,13304,17.64
1610,Europe,Poland,2011,6113,36008237,14686,16.98
1611,Europe,Poland,2012,6368,36013446,13894,17.68
1612,Europe,Poland,2013,6218,36023694,14552,17.26
1613,Europe,Poland,2014,5934,36059630,15119,16.46
1614,Europe,Poland,2015,5420,36086575,13228,15.02
1615,Europe,Portugal,1985,983,9313930,2912,10.55
1616,Europe,Portugal,1986,941,9349248,4145,10.06
1617,Europe,Portugal,1987,960,9378989,5138,10.24
1618,Europe,Portugal,1988,819,9400481,5995,8.71
1619,Europe,Portugal,1989,747,9415270,6436,7.93
1620,Europe,Portugal,1990,870,9420814,8356,9.23
1621,Europe,Portugal,1991,942,9410507,9483,10.01
1622,Europe,Portugal,1992,866,9401557,11445,9.21
1623,Europe,Portugal,1993,780,9410082,10098,8.29
1624,Europe,Portugal,1994,762,9436009,10566,8.08
1625,Europe,Portugal,1995,809,9473844,12469,8.54
1626,Europe,Portugal,1996,653,9515960,12887,6.86
1627,Europe,Portugal,1997,628,9564579,12237,6.57
1628,Europe,Portugal,1998,556,9617110,12892,5.78
1629,Europe,Portugal,1999,545,9671357,13180,5.64
1630,Europe,Portugal,2000,524,9740085,12152,5.38
1631,Europe,Portugal,2001,761,9809536,12391,7.76
1632,Europe,Portugal,2002,1210,9859832,13614,12.27
1633,Europe,Portugal,2003,1156,9895009,16671,11.68
1634,Europe,Portugal,2007,1020,10005713,24003,10.19
1635,Europe,Portugal,2008,1038,10030640,26121,10.35
1636,Europe,Portugal,2009,1025,10049918,24254,10.2
1637,Europe,Portugal,2010,1099,10066628,23673,10.92
1638,Europe,Portugal,2011,1017,10062815,24337,10.11
1639,Europe,Portugal,2012,1076,10029396,21573,10.73
1640,Europe,Portugal,2013,1052,9985074,22641,10.54
1641,Europe,Portugal,2014,1222,9944433,23091,12.29
1642,N. america,Puerto Rico,1985,269,3082500,6582,8.73
1643,N. america,Puerto Rico,1986,310,3143200,7002,9.86
1644,N. america,Puerto Rico,1987,272,3189400,7533,8.53
1645,N. america,Puerto Rico,1988,314,3235600,8155,9.7
1646,N. america,Puerto Rico,1989,327,3283800,8576,9.96
1647,N. america,Puerto Rico,1990,371,3204000,9552,11.58
1648,N. america,Puerto Rico,1991,355,3237200,9974,10.97
1649,N. america,Puerto Rico,1992,314,3287900,10533,9.55
1650,N. america,Puerto Rico,1993,345,3312472,11146,10.42
1651,N. america,Puerto Rico,1994,355,3343624,11871,10.62
1652,N. america,Puerto Rico,1995,289,3375154,12636,8.56
1653,N. america,Puerto Rico,1996,331,3401823,13328,9.73
1654,N. america,Puerto Rico,1997,273,3432757,14037,7.95
1655,N. america,Puerto Rico,1998,321,3464834,15610,9.26
1656,N. america,Puerto Rico,1999,289,3492721,16560,8.27
1657,N. america,Puerto Rico,2000,305,3511947,17569,8.68
1658,N. america,Puerto Rico,2001,289,3522212,19649,8.21
1659,N. america,Puerto Rico,2002,239,3523951,20325,6.78
1660,N. america,Puerto Rico,2003,262,3519026,21264,7.45
1661,N. america,Puerto Rico,2004,279,3511462,22874,7.95
1662,N. america,Puerto Rico,2005,289,3504599,23944,8.25
1663,N. america,Puerto Rico,2006,265,3499036,24943,7.57
1664,N. america,Puerto Rico,2007,271,3493631,25625,7.76
1665,N. america,Puerto Rico,2008,300,3488811,26840,8.6
1666,N. america,Puerto Rico,2009,330,3484474,27661,9.47
1667,N. america,Puerto Rico,2010,286,3480379,28267,8.22
1668,N. america,Puerto Rico,2011,258,3475298,28876,7.42
1669,N. america,Puerto Rico,2012,248,3472672,29247,7.14
1670,N. america,Puerto Rico,2013,241,3471665,29510,6.94
1671,N. america,Puerto Rico,2014,220,3470956,29515,6.34
1672,N. america,Puerto Rico,2015,226,3469521,29728,6.51
1673,Asia,Qatar,1995,0,463449,17559,0.0
1674,Asia,Qatar,2001,23,539483,32510,4.26
1675,Asia,Qatar,2004,21,697191,45517,3.01
1676,Asia,Qatar,2005,17,796618,55899,2.13
1677,Asia,Qatar,2006,29,940090,64762,3.08
1678,Asia,Qatar,2007,41,1115479,71460,3.68
1679,Asia,Qatar,2008,33,1310465,87961,2.52
1680,Asia,Qatar,2009,44,1506649,64911,2.92
1681,Asia,Qatar,2010,47,1689592,74055,2.78
1682,Asia,Qatar,2011,50,1854081,90490,2.7
1683,Asia,Qatar,2012,43,2003149,93270,2.15
1684,Asia,Qatar,2013,37,2135349,93066,1.73
1685,Asia,Qatar,2014,55,2251682,91587,2.44
1686,Asia,Qatar,2015,66,2354147,69937,2.8
1687,Asia,Qatar,2016,68,2213121,62484,3.07
1688,Asia,Republic of Korea,1985,3689,36716700,2731,10.05
1689,Asia,Republic of Korea,1986,3458,37540400,3078,9.21
1690,Asia,Republic of Korea,1987,3301,38114900,3834,8.66
1691,Asia,Republic of Korea,1988,2949,38700500,5089,7.62
1692,Asia,Republic of Korea,1989,3023,39171500,6217,7.72
1693,Asia,Republic of Korea,1990,3159,39589500,7056,7.98
1694,Asia,Republic of Korea,1991,3069,39993700,8145,7.67
1695,Asia,Republic of Korea,1992,3533,40371200,8671,8.75
1696,Asia,Republic of Korea,1993,4124,40754800,9479,10.12
1697,Asia,Republic of Korea,1994,4212,41145300,11073,10.24
1698,Asia,Republic of Korea,1995,4841,42076400,13217,11.51
1699,Asia,Republic of Korea,1996,5857,42507100,14071,13.78
1700,Asia,Republic of Korea,1997,6024,42956100,12978,14.02
1701,Asia,Republic of Korea,1998,8569,43395700,8624,19.75
1702,Asia,Republic of Korea,1999,7075,43817300,11074,16.15
1703,Asia,Republic of Korea,2000,6444,44271743,12686,14.56
1704,Asia,Republic of Korea,2001,6911,44710865,11922,15.46
1705,Asia,Republic of Korea,2002,8611,45110041,13501,19.09
1706,Asia,Republic of Korea,2003,10898,45455888,14971,23.97
1707,Asia,Republic of Korea,2004,11492,45779970,16708,25.1
1708,Asia,Republic of Korea,2005,12011,46151884,19460,26.02
1709,Asia,Republic of Korea,2006,10653,46513964,21753,22.9
1710,Asia,Republic of Korea,2007,12174,46814207,23982,26.0
1711,Asia,Republic of Korea,2008,12858,47101747,21278,27.3
1712,Asia,Republic of Korea,2009,15402,47380017,19036,32.51
1713,Asia,Republic of Korea,2010,15558,47598615,22994,32.69
1714,Asia,Republic of Korea,2011,15906,47798017,25157,33.28
1715,Asia,Republic of Korea,2012,14159,48020985,25464,29.49
1716,Asia,Republic of Korea,2013,14426,48248224,27060,29.9
1717,Asia,Republic of Korea,2014,13834,48465917,29120,28.54
1718,Asia,Republic of Korea,2015,13510,48671752,28410,27.76
1719,Europe,Romania,1989,2529,21344500,1973,11.85
1720,Europe,Romania,1990,2079,21401900,1822,9.71
1721,Europe,Romania,1991,2161,21458000,1351,10.07
1722,Europe,Romania,1992,2650,21227100,1183,12.48
1723,Europe,Romania,1993,2774,21307600,1237,13.02
1724,Europe,Romania,1994,2887,21386000,1406,13.5
1725,Europe,Romania,1995,2793,21451300,1756,13.02
1726,Europe,Romania,1996,2828,21397300,1738,13.22
1727,Europe,Romania,1997,2859,21369000,1677,13.38
1728,Europe,Romania,1998,2838,21338400,1967,13.3
1729,Europe,Romania,1999,2736,21310800,1698,12.84
1730,Europe,Romania,2000,2836,21290400,1758,13.32
1731,Europe,Romania,2001,2720,21272887,1914,12.79
1732,Europe,Romania,2002,3067,20700580,2231,14.82
1733,Europe,Romania,2003,2894,20656841,2898,14.01
1734,Europe,Romania,2004,2720,20610767,3698,13.2
1735,Europe,Romania,2005,2603,20569960,4847,12.65
1736,Europe,Romania,2006,2721,20526561,6018,13.26
1737,Europe,Romania,2007,2430,20475026,8593,11.87
1738,Europe,Romania,2008,2472,20433803,10454,12.1
1739,Europe,Romania,2009,2586,20390882,8465,12.68
1740,Europe,Romania,2010,2766,20348649,8190,13.59
1741,Europe,Romania,2011,2536,20291701,9086,12.5
1742,Europe,Romania,2012,2495,19041594,9015,13.1
1743,Europe,Romania,2013,2407,19003345,10080,12.67
1744,Europe,Romania,2014,2209,18952235,10526,11.66
1745,Europe,Romania,2015,2228,18863927,9431,11.81
1746,Europe,Romania,2016,1953,16644905,10020,11.73
1747,Asia,Russian Federation,1989,37921,135443800,3740,28.0
1748,Asia,Russian Federation,1990,39028,136398200,3789,28.61
1749,Asia,Russian Federation,1991,39281,137283000,3773,28.61
1750,Asia,Russian Federation,1992,45923,138118900,3333,33.25
1751,Asia,Russian Federation,1993,55846,137692800,3160,40.56
1752,Asia,Russian Federation,1994,61420,138476200,2853,44.35
1753,Asia,Russian Federation,1995,60548,139087100,2844,43.53
1754,Asia,Russian Federation,1996,57511,139272600,2813,41.29
1755,Asia,Russian Federation,1997,54746,139283200,2907,39.31
1756,Asia,Russian Federation,1998,51518,139122100,1948,37.03
1757,Asia,Russian Federation,1999,56974,138717800,1412,41.07
1758,Asia,Russian Federation,2000,56619,138205695,1879,40.97
1759,Asia,Russian Federation,2001,56958,137521509,2229,41.42
1760,Asia,Russian Federation,2002,55024,136590900,2527,40.28
1761,Asia,Russian Federation,2003,51445,137019868,3141,37.55
1762,Asia,Russian Federation,2004,49096,137071699,4312,35.82
1763,Asia,Russian Federation,2005,45802,136162191,5611,33.64
1764,Asia,Russian Federation,2006,42614,135357462,7313,31.48
1765,Asia,Russian Federation,2007,41149,134778964,9643,30.53
1766,Asia,Russian Federation,2008,38211,134385949,12359,28.43
1767,Asia,Russian Federation,2009,37408,134085433,9118,27.9
1768,Asia,Russian Federation,2010,33356,134865987,11307,24.73
1769,Asia,Russian Federation,2011,31038,134745874,15226,23.03
1770,Asia,Russian Federation,2012,29643,134668522,16413,22.01
1771,Asia,Russian Federation,2013,28690,134713962,17052,21.3
1772,Asia,Russian Federation,2014,26541,134713962,15319,19.7
1773,Asia,Russian Federation,2015,25432,137018943,9987,18.56
1774,N. america,Saint Kitts and Nevis,1990,0,39100,5339,0.0
1775,N. america,Saint Kitts and Nevis,1991,0,39100,5368,0.0
1776,N. america,Saint Kitts and Nevis,1992,0,39100,5868,0.0
1777,N. america,Saint Lucia,1986,5,110000,2634,4.55
1778,N. america,Saint Lucia,1987,11,111300,2875,9.88
1779,N. america,Saint Lucia,1988,10,113000,3244,8.85
1780,N. america,Saint Lucia,1989,8,118566,3505,6.75
1781,N. america,Saint Lucia,1990,3,120537,4015,2.49
1782,N. america,Saint Lucia,1991,6,122496,4194,4.9
1783,N. america,Saint Lucia,1992,11,124223,4564,8.86
1784,N. america,Saint Lucia,1993,8,125846,4568,6.36
1785,N. america,Saint Lucia,1994,6,127557,4704,4.7
1786,N. america,Saint Lucia,1995,10,129466,4947,7.72
1787,N. america,Saint Lucia,1996,7,131621,5031,5.32
1788,N. america,Saint Lucia,1997,9,133967,5053,6.72
1789,N. america,Saint Lucia,1998,8,136400,5407,5.87
1790,N. america,Saint Lucia,1999,8,138813,5590,5.76
1791,N. america,Saint Lucia,2000,14,141100,5557,9.92
1792,N. america,Saint Lucia,2001,7,143166,5195,4.89
1793,N. america,Saint Lucia,2002,12,145168,5155,8.27
1794,N. america,Saint Lucia,2003,10,147127,5599,6.8
1795,N. america,Saint Lucia,2004,8,149121,5989,5.36
1796,N. america,Saint Lucia,2005,4,151169,6292,2.65
1797,N. america,Saint Lucia,2006,2,153460,7391,1.3
1798,N. america,Saint Lucia,2008,0,157876,8122,0.0
1799,N. america,Saint Lucia,2009,13,159820,7902,8.13
1800,N. america,Saint Lucia,2010,4,161503,8557,2.48
1801,N. america,Saint Lucia,2011,8,162892,8826,4.91
1802,N. america,Saint Lucia,2012,10,163940,8764,6.1
1803,N. america,Saint Lucia,2013,14,164790,9041,8.5
1804,N. america,Saint Lucia,2014,14,165596,9372,8.45
1805,Europe,San Marino,1999,2,25192,48255,7.94
1806,Europe,San Marino,2000,1,25369,43435,3.94
1807,Europe,San Marino,2005,1,28264,69301,3.54
1808,Europe,Serbia,1998,1460,7179002,2547,20.34
1809,Europe,Serbia,1999,1571,7162831,2570,21.93
1810,Europe,Serbia,2000,1543,7149140,915,21.58
1811,Europe,Serbia,2001,1442,7142410,1718,20.19
1812,Europe,Serbia,2002,1446,7138113,2258,20.26
1813,Europe,Serbia,2003,1378,7111975,2979,19.38
1814,Europe,Serbia,2004,1345,7086364,3508,18.98
1815,Europe,Serbia,2005,1437,7058982,3719,20.36
1816,Europe,Serbia,2006,1443,7031811,4353,20.52
1817,Europe,Serbia,2007,1353,7009610,5748,19.3
1818,Europe,Serbia,2008,1289,6988532,7049,18.44
1819,Europe,Serbia,2009,1373,6968240,6116,19.7
1820,Europe,Serbia,2010,1207,6944871,5682,17.38
1821,Europe,Serbia,2011,1256,6900027,6734,18.2
1822,Europe,Serbia,2012,1243,6867174,5933,18.1
1823,Europe,Serbia,2013,1197,6832840,6662,17.52
1824,Europe,Serbia,2014,1134,6801810,6500,16.67
